i,j,k,$W_i$,$W_j$,$W_i*W_j$,$W_{ij}$,$\epsilon$,direction
Bacillus,Rhizobium,Chitinophaga,0.13531385106441565,0.032221366091053354,0.0043599971323368064,0.7027196814302358,0.9876675931595141,deleterious
Bacillus,Rhizobium,Lysobacter,3.4009753182534537,1.2082001799458448,4.1090589915052,2.745656806345778,-0.1988998851836953,beneficial
Bacillus,Rhizobium,Mucilaginibacter,0.2822757564699008,1.3651684007165379,0.38535394302106535,1.1057849828944297,0.4831414614376396,reciprocal
Bacillus,Rhizobium,Niastella,0.012908552266840219,0.05509370057525727,0.0007111799134493534,0.028302759981001308,0.9509766742444119,deleterious
Bacillus,Rhizobium,Variovarax,1.3825039411773365,0.24625293200080425,0.34044564901758656,1.318602559302059,0.5895892026399832,reciprocal
Bacillus,Rhodococcus,Arthrobacter,0.17864911589282323,0.10244189479223689,0.018301153935018733,0.2209027479182845,0.8469828143000585,deleterious
Bacillus,Rhodococcus,Bosea,0.0,0.908304022884462,0.0,0.3714381901094021,1.0,deleterious
Bacillus,Rhodococcus,Burkholderia,5.8496757840655365,4.378491303156501,25.612754546816138,4.588469154984224,-0.6961401829085028,beneficial
Bacillus,Rhodococcus,Chitinophaga,0.13531385106441565,0.5871841741580683,0.07945415188940676,0.22195329267042246,0.4727791013560374,deleterious
Bacillus,Rhodococcus,Lysobacter,3.4009753182534537,0.7139416730818666,2.4280980088240045,3.449842188459504,0.17382690965581765,beneficial
Bacillus,Rhodococcus,Mucilaginibacter,0.2822757564699008,0.7296620384984904,0.20596590388453126,0.32287947717605464,0.2210732616347262,deleterious
Bacillus,Rhodococcus,Niastella,0.012908552266840219,0.04119559929729187,0.0005317755466928983,0.016103512634790953,0.9360665663388028,deleterious
Bacillus,Rhodococcus,Rhizobium,2.4292189625991023,2.5702495420271307,6.243698926103964,3.1196088259965093,-0.33365239964548077,beneficial
Bacillus,Rhodococcus,Variovarax,1.3825039411773365,0.20994654402757046,0.29025192455467735,0.9837435896407736,0.5443438829720273,deleterious
Bacillus,Variovarax,Arthrobacter,0.17864911589282323,0.43218369734360684,0.07720923543372686,0.07102308404233178,-0.04173281112554016,deleterious
Bacillus,Variovarax,Bosea,0.0,0.8161026677324218,0.0,0.0,0.0,deleterious
Bacillus,Variovarax,Burkholderia,5.8496757840655365,4.151129717313756,24.282762983885096,6.805176922819863,-0.5621982708894684,beneficial
Bacillus,Variovarax,Chitinophaga,0.13531385106441565,0.07633674720695935,0.010329419242304445,0.15671981434749666,0.8763308394737217,deleterious
Bacillus,Variovarax,Lysobacter,3.4009753182534537,2.765970117073514,9.406996099193636,3.005642643941976,-0.5157125400746646,beneficial
Bacillus,Variovarax,Mucilaginibacter,0.2822757564699008,0.25191625780568805,0.07110985223916715,0.21078363200145261,0.49548424341394903,deleterious
Bacillus,Variovarax,Niastella,0.012908552266840219,0.028237112064156168,0.0003645002369447844,0.0,-1.0,deleterious
Bacillus,Variovarax,Rhizobium,2.4292189625991023,2.2390938606778015,5.439249265397748,2.1822691594693406,-0.42734005540178244,beneficial
Bosea,Brevibacillus,Arthrobacter,0.09638328239470424,0.1017466525526699,0.009806676345699839,0.0,-1.0,deleterious
Bosea,Brevibacillus,Bacillus,12.815204265219961,16.632580459025647,213.14991604011965,0.0,-1.0,reciprocal
Bosea,Brevibacillus,Burkholderia,4.9193051887542785,3.3324205294146467,16.39319360146075,5.232875867366966,-0.5160585352867986,beneficial
Bosea,Brevibacillus,Chitinophaga,11.41487289823189,1.6600826146797119,18.949632047133377,23.753909814324516,0.1125030280340105,beneficial
Bosea,Brevibacillus,Lysobacter,1.3028826497723127,1.148939378176193,1.4969331814659517,0.08248617892325273,-0.8955487301321591,reciprocal
Bosea,Brevibacillus,Mucilaginibacter,0.07616100204845178,1.123900158512846,0.08559736227475215,0.03330927446939659,-0.43974070108352126,deleterious
Bosea,Brevibacillus,Niastella,0.1890314488182719,0.09119672175151719,0.01723904844016611,0.25489694573385147,0.8733056353497833,deleterious
Bosea,Brevibacillus,Rhizobium,1.2179842043967164,2.3964419574509312,2.9188284509287823,0.22073360527392316,-0.8593857351296315,reciprocal
Bosea,Brevibacillus,Variovarax,0.6309933017563037,0.4001606217003162,0.25249867191953773,0.4650341263699661,0.2962031212469767,deleterious
Bosea,Burkholderia,Arthrobacter,0.09638328239470424,0.3637568728293501,0.03506008139692577,0.0,-1.0,deleterious
Bosea,Burkholderia,Bacillus,12.815204265219961,15.69866224075376,201.18156330595514,0.0,-1.0,reciprocal
Bosea,Burkholderia,Chitinophaga,11.41487289823189,0.275656244639964,3.1465809961691047,1.3200979014751224,-0.40891300596004077,beneficial
Bosea,Burkholderia,Lysobacter,1.3028826497723127,5.939229257092673,7.738118752086145,0.3847258405892543,-0.9052731253934927,reciprocal
Bosea,Burkholderia,Mucilaginibacter,0.07616100204845178,0.7137454042161776,0.054359565192581345,2.111365323061407,0.9498001195928387,reciprocal
Bosea,Burkholderia,Niastella,0.1890314488182719,0.07525942357893886,0.014226397876354827,0.07021738458949633,0.6630563562898679,deleterious
Bosea,Burkholderia,Rhizobium,1.2179842043967164,2.1604876393799217,2.6314398185590937,2.2571663660868717,-0.07656036062952512,beneficial
Bosea,Burkholderia,Variovarax,0.6309933017563037,0.6027555229218836,0.3803346975603268,4.3835758180239806,0.8403266827468201,reciprocal
Bosea,Chitinophaga,Arthrobacter,0.09638328239470424,0.22587062486335827,0.021770152220873366,0.0,-1.0,deleterious
Bosea,Chitinophaga,Bacillus,12.815204265219961,17.10751991229523,219.23636214738127,0.0,-1.0,reciprocal
Bosea,Chitinophaga,Burkholderia,4.9193051887542785,3.5766359922454973,17.594563994938582,6.068181778529305,-0.48711093491666385,beneficial
Bosea,Chitinophaga,Lysobacter,1.3028826497723127,0.7575646714598242,0.9870178665254673,0.0914656237000319,-0.8303810405462815,deleterious
Bosea,Chitinophaga,Mucilaginibacter,0.07616100204845178,0.46471766624252486,0.03539336313064866,2.4483050284918675,0.9714994676889673,reciprocal
Bosea,Chitinophaga,Niastella,0.1890314488182719,0.02735606175722097,0.005171155987929601,0.3540334151491944,0.9712077384117945,deleterious
Bosea,Chitinophaga,Rhizobium,1.2179842043967164,2.7322304218483975,3.3278134965835253,1.1156642040514226,-0.49784188006974783,beneficial
Bosea,Chitinophaga,Variovarax,0.6309933017563037,0.2597319624031679,0.16388912852841908,0.5929138726662601,0.5668909127746431,deleterious
Bosea,Lysobacter,Arthrobacter,0.09638328239470424,0.19419396675333747,0.018717051936934733,0.0,-1.0,deleterious
Bosea,Lysobacter,Bacillus,12.815204265219961,10.291889179650026,131.89266211222218,0.0,-1.0,reciprocal
Bosea,Lysobacter,Burkholderia,4.9193051887542785,5.784293841813896,28.454706709314518,4.687454434983495,-0.7171304300540488,beneficial
Bosea,Lysobacter,Chitinophaga,11.41487289823189,0.5284793711448729,6.032524850956241,8.730898094552865,0.18277422881916713,beneficial
Bosea,Lysobacter,Mucilaginibacter,0.07616100204845178,0.9007631080572123,0.06860302091791513,1.5090651904375396,0.9130323848523577,reciprocal
Bosea,Lysobacter,Niastella,0.1890314488182719,0.04449707663574843,0.008411346864633202,3.039367308133223,0.9944803426910022,reciprocal
Bosea,Lysobacter,Rhizobium,1.2179842043967164,1.5899745493075694,1.9365638864494077,0.33363470443490856,-0.7060744326293084,reciprocal
Bosea,Lysobacter,Variovarax,0.6309933017563037,0.27347951809164917,0.17256374408337252,1.1857040130414125,0.7459061467399334,reciprocal
Bosea,Marmoricola,Arthrobacter,0.09638328239470424,0.25609092640416703,0.02468288407833425,0.16822873182632656,0.7441016295199889,deleterious
Bosea,Marmoricola,Bacillus,12.815204265219961,38.28484030587045,490.6280487810561,13.614031898832659,-0.9460020001485147,beneficial
Bosea,Marmoricola,Burkholderia,4.9193051887542785,3.0574588634671507,15.040573251456713,3.497369291810629,-0.6226798865464375,beneficial
Bosea,Marmoricola,Chitinophaga,11.41487289823189,0.08464817282892914,0.9662481339097923,1.1392330808478233,0.08215933997679727,reciprocal
Bosea,Marmoricola,Lysobacter,1.3028826497723127,1.7475352985949653,2.276833420404058,1.4449001833700463,-0.22353379516211797,beneficial
Bosea,Marmoricola,Mucilaginibacter,0.07616100204845178,0.24020865797260854,0.018294532091907692,1.305246350420897,0.972355168875215,reciprocal
Bosea,Marmoricola,Niastella,0.1890314488182719,0.0,0.0,0.09852314691285666,1.0,deleterious
Bosea,Marmoricola,Rhizobium,1.2179842043967164,1.792178642729136,2.1828452783012335,2.008942977228659,-0.041486423089992425,beneficial
Bosea,Marmoricola,Variovarax,0.6309933017563037,0.1707891944222496,0.10776683769279458,0.6561217230292343,0.7178467037366466,deleterious
Bosea,Methylobacterium,Arthrobacter,0.09638328239470424,0.05128438867873888,0.004942957716462662,0.0,-1.0,deleterious
Bosea,Methylobacterium,Bacillus,12.815204265219961,16.012820980979953,205.20757173365797,0.0,-1.0,reciprocal
Bosea,Methylobacterium,Burkholderia,4.9193051887542785,5.043638049050061,24.811194824890475,6.522037423709808,-0.5836983958779957,beneficial
Bosea,Methylobacterium,Chitinophaga,11.41487289823189,0.26387675163208413,3.0121195806785446,9.886610152040454,0.5329587264646715,beneficial
Bosea,Methylobacterium,Lysobacter,1.3028826497723127,1.2645387741263274,1.6475456287735415,0.0,-1.0,reciprocal
Bosea,Methylobacterium,Mucilaginibacter,0.07616100204845178,1.5063306561440495,0.11472365218823266,1.3892192944571091,0.8474361644580568,reciprocal
Bosea,Methylobacterium,Niastella,0.1890314488182719,0.27942045887215194,0.05281925417006924,0.8572662759396876,0.8839246369213248,deleterious
Bosea,Methylobacterium,Rhizobium,1.2179842043967164,1.3985644633975682,1.7034294252488078,0.2859988441541885,-0.7124813711026502,reciprocal
Bosea,Methylobacterium,Variovarax,0.6309933017563037,0.7782176175597931,0.49105010398897836,1.1807175269571426,0.4125378492810353,reciprocal
Bosea,Mucilaginibacter,Arthrobacter,0.09638328239470424,0.06773119508717981,0.0065281549030184564,0.0,-1.0,deleterious
Bosea,Mucilaginibacter,Bacillus,12.815204265219961,11.51537095224888,147.57183094284989,0.0,-1.0,reciprocal
Bosea,Mucilaginibacter,Burkholderia,4.9193051887542785,3.478289511583679,17.11076764232318,4.005074007991028,-0.6206569385851185,beneficial
Bosea,Mucilaginibacter,Chitinophaga,11.41487289823189,5.207694185977009,59.445167225788744,6.047418956226917,-0.8153250830736765,beneficial
Bosea,Mucilaginibacter,Lysobacter,1.3028826497723127,0.9167452198599323,1.19441144121721,0.7088601986851361,-0.2551140007303355,reciprocal
Bosea,Mucilaginibacter,Niastella,0.1890314488182719,0.053788544370787277,0.010167726472235824,0.08799402624439213,0.792837307997385,deleterious
Bosea,Mucilaginibacter,Rhizobium,1.2179842043967164,2.2483014164464197,2.738395611954503,2.828068073732556,0.016109412877088544,beneficial
Bosea,Mucilaginibacter,Variovarax,0.6309933017563037,0.3301064642851131,0.20829496783036286,0.24174073575864224,0.07431803223955696,deleterious
Bosea,Niastella,Arthrobacter,0.09638328239470424,0.30868964296692236,0.029752521030401307,0.0,-1.0,deleterious
Bosea,Niastella,Bacillus,12.815204265219961,8.338084570526345,106.85425695197397,0.0,-1.0,reciprocal
Bosea,Niastella,Burkholderia,4.9193051887542785,3.7962430251071453,18.674878011181818,5.214228006770017,-0.5634639485586689,beneficial
Bosea,Niastella,Chitinophaga,11.41487289823189,0.17018938967796657,1.9426902518016467,13.606575950914678,0.7501245105106921,beneficial
Bosea,Niastella,Lysobacter,1.3028826497723127,1.2468601378648392,1.6245124403168127,0.026460597940847867,-0.9679454511640325,reciprocal
Bosea,Niastella,Mucilaginibacter,0.07616100204845178,0.24190423505145278,0.018423668941282854,0.3834827833709429,0.9083186207372944,deleterious
Bosea,Niastella,Rhizobium,1.2179842043967164,3.0310932611410255,3.6918237141231005,1.4023370910621367,-0.44943352018462873,beneficial
Bosea,Niastella,Variovarax,0.6309933017563037,0.3557783910199219,0.22449378164320583,0.875407854189434,0.5917929852458831,deleterious
Bosea,Paenibacillus,Arthrobacter,0.09638328239470424,0.12519834617549158,0.012067027554782344,0.10109140863724601,0.7867233242017457,deleterious
Bosea,Paenibacillus,Bacillus,12.815204265219961,51.45374790915546,659.3902896669617,13.8421801584275,-0.9588784534946224,beneficial
Bosea,Paenibacillus,Burkholderia,4.9193051887542785,2.7875228662997364,13.712675699959492,3.1650846620077755,-0.6249402060311213,beneficial
Bosea,Paenibacillus,Chitinophaga,11.41487289823189,0.06802804673085548,0.7765315069476948,13.027670823231384,0.8874934620090256,reciprocal
Bosea,Paenibacillus,Lysobacter,1.3028826497723127,0.7074685543646041,0.9217485047411429,0.9209744572930897,-0.0004200563318528974,deleterious
Bosea,Paenibacillus,Mucilaginibacter,0.07616100204845178,0.09971839441068792,0.007594652840980725,0.22781056616284698,0.9354759178822009,deleterious
Bosea,Paenibacillus,Niastella,0.1890314488182719,0.021863696669869054,0.0041329262580285745,0.03962486522499158,0.8110998696251697,deleterious
Bosea,Paenibacillus,Rhizobium,1.2179842043967164,2.113415916287765,2.574107203359111,1.4863875175863297,-0.2678786109884458,beneficial
Bosea,Paenibacillus,Variovarax,0.6309933017563037,0.037149297667195255,0.023440957992951286,0.8627029519062914,0.9470944668668623,deleterious
Bosea,Rhizobium,Arthrobacter,0.09638328239470424,0.08609310785199865,0.008297936326336915,0.0,-1.0,deleterious
Bosea,Rhizobium,Bacillus,12.815204265219961,19.98773609442911,256.1469208494189,0.0,-1.0,reciprocal
Bosea,Rhizobium,Burkholderia,4.9193051887542785,6.103576154094049,30.025353844791738,6.037908353993374,-0.6651490749388292,beneficial
Bosea,Rhizobium,Chitinophaga,11.41487289823189,0.032221366091053354,0.36780279853677295,0.09186781175473067,-0.6002885122611079,deleterious
Bosea,Rhizobium,Lysobacter,1.3028826497723127,1.2082001799458448,1.5741430519032273,0.08767507953879224,-0.8944829426518371,reciprocal
Bosea,Rhizobium,Mucilaginibacter,0.07616100204845178,1.3651684007165379,0.10397259336345388,2.678804871184069,0.9252742307366935,reciprocal
Bosea,Rhizobium,Niastella,0.1890314488182719,0.05509370057525727,0.010414442040500942,0.1154438873817699,0.8345053189835508,deleterious
Bosea,Rhizobium,Variovarax,0.6309933017563037,0.24625293200080425,0.15538395063035804,0.7033740939522053,0.6381193710834134,deleterious
Bosea,Rhodococcus,Arthrobacter,0.09638328239470424,0.10244189479223689,0.00987368607480875,0.0,-1.0,deleterious
Bosea,Rhodococcus,Bacillus,12.815204265219961,20.054144711232084,256.99796083871973,0.0,-1.0,reciprocal
Bosea,Rhodococcus,Burkholderia,4.9193051887542785,4.378491303156501,21.53913498653326,6.820944356661821,-0.5189756506588556,beneficial
Bosea,Rhodococcus,Chitinophaga,11.41487289823189,0.5871841741580683,6.702632715867608,9.936673407483749,0.1943615116905347,beneficial
Bosea,Rhodococcus,Lysobacter,1.3028826497723127,0.7139416730818666,0.9301822188077806,0.04116558635152012,-0.915240275145793,deleterious
Bosea,Rhodococcus,Mucilaginibacter,0.07616100204845178,0.7296620384984904,0.05557179200876103,0.9344157799493408,0.8877323441569164,deleterious
Bosea,Rhodococcus,Niastella,0.1890314488182719,0.04119559929729187,0.007787263820104067,0.02213680107633949,0.47953168481267566,deleterious
Bosea,Rhodococcus,Rhizobium,1.2179842043967164,2.5702495420271307,3.1305233435469395,0.9732572371914043,-0.5256777412712947,reciprocal
Bosea,Rhodococcus,Variovarax,0.6309933017563037,0.20994654402757046,0.13247486300828187,1.1599351805836522,0.794995615106641,reciprocal
Bosea,Variovarax,Arthrobacter,0.09638328239470424,0.43218369734360684,0.041655283347456246,0.0,-1.0,deleterious
Bosea,Variovarax,Bacillus,12.815204265219961,8.241069701227817,105.6109915851497,0.0,-1.0,reciprocal
Bosea,Variovarax,Burkholderia,4.9193051887542785,4.151129717313756,20.42067395757364,6.647737518912485,-0.508819531232022,beneficial
Bosea,Variovarax,Chitinophaga,11.41487289823189,0.07633674720695935,0.8713742668318992,8.480721914351303,0.8136515600459414,reciprocal
Bosea,Variovarax,Lysobacter,1.3028826497723127,2.765970117073514,3.603734475323774,0.05144922899765649,-0.9718486220340556,reciprocal
Bosea,Variovarax,Mucilaginibacter,0.07616100204845178,0.25191625780568805,0.019186194626777314,1.981809360876425,0.9808233510824041,reciprocal
Bosea,Variovarax,Niastella,0.1890314488182719,0.028237112064156168,0.0053377022039313455,0.22090488995187355,0.9528143471742451,deleterious
Bosea,Variovarax,Rhizobium,1.2179842043967164,2.2390938606778015,2.727180954467224,0.0009624902067156423,-0.9992943991206954,reciprocal
Brevibacillus,Burkholderia,Arthrobacter,0.1017466525526699,0.3637568728293501,0.037011044153413615,0.0,-1.0,deleterious
Brevibacillus,Burkholderia,Bacillus,16.632580459025647,15.69866224075376,261.1092628184048,0.0,-1.0,reciprocal
Brevibacillus,Burkholderia,Bosea,0.4959021261783238,2.8577074373480094,1.417143194176487,0.0,-1.0,reciprocal
Brevibacillus,Burkholderia,Chitinophaga,1.6600826146797119,0.275656244639964,0.4576121393547018,1.694650245306793,0.5747617552432628,reciprocal
Brevibacillus,Burkholderia,Lysobacter,1.148939378176193,5.939229257092673,6.823814369489908,0.5171097199018494,-0.8591159059527352,reciprocal
Brevibacillus,Burkholderia,Mucilaginibacter,1.123900158512846,0.7137454042161776,0.8021785729363774,1.7808625129826037,0.3788882590297766,reciprocal
Brevibacillus,Burkholderia,Niastella,0.09119672175151719,0.07525942357893886,0.0068634127113080595,0.011071612388415693,0.2346358398557497,deleterious
Brevibacillus,Burkholderia,Rhizobium,2.3964419574509312,2.1604876393799217,5.177483227564161,3.030448956519032,-0.2615804106189686,beneficial
Brevibacillus,Burkholderia,Variovarax,0.4001606217003162,0.6027555229218836,0.24119902478572014,3.2904624324245506,0.8634076183642766,reciprocal
Brevibacillus,Chitinophaga,Arthrobacter,0.1017466525526699,0.22587062486335827,0.022981579989826556,0.05725377152286074,0.4271457766046537,deleterious
Brevibacillus,Chitinophaga,Bacillus,16.632580459025647,17.10751991229523,284.5422013956338,0.0,-1.0,reciprocal
Brevibacillus,Chitinophaga,Bosea,0.4959021261783238,0.0,0.0,0.0,0.0,deleterious
Brevibacillus,Chitinophaga,Burkholderia,3.3324205294146467,3.5766359922454973,11.91885520680222,4.305843746924362,-0.4692235881596595,beneficial
Brevibacillus,Chitinophaga,Lysobacter,1.148939378176193,0.7575646714598242,0.8703958825553023,0.23057006420247683,-0.5811495080633878,deleterious
Brevibacillus,Chitinophaga,Mucilaginibacter,1.123900158512846,0.46471766624252486,0.5222962587536936,1.533131754211039,0.49178832295825564,reciprocal
Brevibacillus,Chitinophaga,Niastella,0.09119672175151719,0.02735606175722097,0.002494783152290601,0.0913933461998343,0.9468562603279914,deleterious
Brevibacillus,Chitinophaga,Rhizobium,2.3964419574509312,2.7322304218483975,6.547631620341357,2.966787126126116,-0.37635977453112857,beneficial
Brevibacillus,Chitinophaga,Variovarax,0.4001606217003162,0.2597319624031679,0.10393450355069483,0.16151517982557292,0.21691747958598634,deleterious
Brevibacillus,Lysobacter,Arthrobacter,0.1017466525526699,0.19419396675333747,0.01975858606307656,0.0,-1.0,deleterious
Brevibacillus,Lysobacter,Bacillus,16.632580459025647,10.291889179650026,171.1806748559045,0.0,-1.0,reciprocal
Brevibacillus,Lysobacter,Bosea,0.4959021261783238,0.48603649547428,0.2410265315059567,1.2359945873805998,0.6736315704305526,reciprocal
Brevibacillus,Lysobacter,Burkholderia,3.3324205294146467,5.784293841813896,19.275699546627344,4.68439261630691,-0.6089837564520253,beneficial
Brevibacillus,Lysobacter,Chitinophaga,1.6600826146797119,0.5284793711448729,0.8773194162544704,1.131664679457187,0.12660392073070045,reciprocal
Brevibacillus,Lysobacter,Mucilaginibacter,1.123900158512846,0.9007631080572123,1.0123677999280247,2.491514037849817,0.42214501127694004,beneficial
Brevibacillus,Lysobacter,Niastella,0.09119672175151719,0.04449707663574843,0.004057987516706286,0.11432068566152581,0.9314405642881882,deleterious
Brevibacillus,Lysobacter,Rhizobium,2.3964419574509312,1.5899745493075694,3.810281721239794,1.7183555936259494,-0.37838006157302884,beneficial
Brevibacillus,Lysobacter,Variovarax,0.4001606217003162,0.27347951809164917,0.1094357339818572,0.10033903352827812,-0.043364130784411745,deleterious
Brevibacillus,Marmoricola,Arthrobacter,0.1017466525526699,0.25609092640416703,0.02605639451073614,0.11361803429265603,0.6268981411420194,deleterious
Brevibacillus,Marmoricola,Bacillus,16.632580459025647,38.28484030587045,636.7756867483383,17.427598244999732,-0.9467211533638897,beneficial
Brevibacillus,Marmoricola,Bosea,0.4959021261783238,0.0,0.0,0.0,0.0,deleterious
Brevibacillus,Marmoricola,Burkholderia,3.3324205294146467,3.0574588634671507,10.188738684458706,3.603092372971323,-0.4775034064776713,beneficial
Brevibacillus,Marmoricola,Chitinophaga,1.6600826146797119,0.08464817282892914,0.14052296007770884,2.3603956650241718,0.8876229248986587,reciprocal
Brevibacillus,Marmoricola,Lysobacter,1.148939378176193,1.7475352985949653,2.007812119308647,1.279202218275904,-0.22166313444442076,beneficial
Brevibacillus,Marmoricola,Mucilaginibacter,1.123900158512846,0.24020865797260854,0.2699705487715728,1.008414650749016,0.5776381815546436,reciprocal
Brevibacillus,Marmoricola,Niastella,0.09119672175151719,0.0,0.0,0.06917081228900193,1.0,deleterious
Brevibacillus,Marmoricola,Rhizobium,2.3964419574509312,1.792178642729136,4.294852094683564,2.1686245309374685,-0.3289603547598194,beneficial
Brevibacillus,Marmoricola,Variovarax,0.4001606217003162,0.1707891944222496,0.06834311021970357,0.44744037423223665,0.7349930260278752,deleterious
Brevibacillus,Methylobacterium,Arthrobacter,0.1017466525526699,0.05128438867873888,0.005218014876271723,0.0,-1.0,deleterious
Brevibacillus,Methylobacterium,Bacillus,16.632580459025647,16.012820980979953,266.33453334212305,0.0,-1.0,reciprocal
Brevibacillus,Methylobacterium,Bosea,0.4959021261783238,0.5258170298834738,0.26075378309998587,0.26913077848905226,0.015809095029953566,deleterious
Brevibacillus,Methylobacterium,Burkholderia,3.3324205294146467,5.043638049050061,16.807522977591262,5.744213296461501,-0.4905746301165652,beneficial
Brevibacillus,Methylobacterium,Chitinophaga,1.6600826146797119,0.26387675163208413,0.4380572078025791,0.9072639049427371,0.34876929581717186,deleterious
Brevibacillus,Methylobacterium,Lysobacter,1.148939378176193,1.2645387741263274,1.452878392824388,0.072237248511314,-0.9052698083300117,reciprocal
Brevibacillus,Methylobacterium,Mucilaginibacter,1.123900158512846,1.5063306561440495,1.6929652632130567,2.274061928682265,0.1464816441531822,beneficial
Brevibacillus,Methylobacterium,Niastella,0.09119672175151719,0.27942045887215194,0.025482229839444894,0.10301000900923904,0.603365462882883,deleterious
Brevibacillus,Methylobacterium,Rhizobium,2.3964419574509312,1.3985644633975682,3.3515785602857795,1.6086847142996439,-0.35137123767524336,beneficial
Brevibacillus,Methylobacterium,Variovarax,0.4001606217003162,0.7782176175597931,0.3114120456608657,0.4224198751927009,0.1512714647282104,deleterious
Brevibacillus,Mucilaginibacter,Arthrobacter,0.1017466525526699,0.06773119508717981,0.006891422373512387,0.0,-1.0,deleterious
Brevibacillus,Mucilaginibacter,Bacillus,16.632580459025647,11.51537095224888,191.53033387880626,0.0,-1.0,reciprocal
Brevibacillus,Mucilaginibacter,Bosea,0.4959021261783238,0.0,0.0,0.0,0.0,deleterious
Brevibacillus,Mucilaginibacter,Burkholderia,3.3324205294146467,3.478289511583679,11.591123375649097,2.9188333067610674,-0.5976785636721506,beneficial
Brevibacillus,Mucilaginibacter,Chitinophaga,1.6600826146797119,5.207694185977009,8.645202580709046,12.10561887327857,0.1667604485076684,beneficial
Brevibacillus,Mucilaginibacter,Lysobacter,1.148939378176193,0.9167452198599323,1.0532846828518678,0.4209934952385274,-0.42888187386205173,reciprocal
Brevibacillus,Mucilaginibacter,Niastella,0.09119672175151719,0.053788544370787277,0.004905338914401824,0.052574436219932665,0.8293194814023652,deleterious
Brevibacillus,Mucilaginibacter,Rhizobium,2.3964419574509312,2.2483014164464197,5.387923847368559,2.278268579783507,-0.4056323001456756,beneficial
Brevibacillus,Mucilaginibacter,Variovarax,0.4001606217003162,0.3301064642851131,0.13209560797562409,0.08397979653388173,-0.22268064961380463,deleterious
Brevibacillus,Niastella,Arthrobacter,0.1017466525526699,0.30868964296692236,0.03140813784956317,0.0,-1.0,deleterious
Brevibacillus,Niastella,Bacillus,16.632580459025647,8.338084570526345,138.68386249343973,0.0,-1.0,reciprocal
Brevibacillus,Niastella,Bosea,0.4959021261783238,0.3466519934491442,0.171905460595385,0.0,-1.0,deleterious
Brevibacillus,Niastella,Burkholderia,3.3324205294146467,3.7962430251071453,12.650678191514213,5.908757700530982,-0.3632610673190182,beneficial
Brevibacillus,Niastella,Chitinophaga,1.6600826146797119,0.17018938967796657,0.2825284470073431,0.8242047021540929,0.48943709290462123,deleterious
Brevibacillus,Niastella,Lysobacter,1.148939378176193,1.2468601378648392,1.4325667114711105,0.0688022418282029,-0.9083473230520621,reciprocal
Brevibacillus,Niastella,Mucilaginibacter,1.123900158512846,0.24190423505145278,0.27187620811925656,2.5329308451112458,0.806135535914232,reciprocal
Brevibacillus,Niastella,Rhizobium,2.3964419574509312,3.0310932611410255,7.263839067945126,0.986867655005052,-0.76077984877102,reciprocal
Brevibacillus,Niastella,Variovarax,0.4001606217003162,0.3557783910199219,0.14236850213807015,0.48745977408946767,0.5479132725167242,deleterious
Brevibacillus,Paenibacillus,Arthrobacter,0.1017466525526699,0.12519834617549158,0.012738512628486631,0.11185793355159432,0.7955236602803987,deleterious
Brevibacillus,Paenibacillus,Bacillus,16.632580459025647,51.45374790915546,855.8086020174509,22.408727948356294,-0.9489676935679947,beneficial
Brevibacillus,Paenibacillus,Bosea,0.4959021261783238,0.0,0.0,0.0,0.0,deleterious
Brevibacillus,Paenibacillus,Burkholderia,3.3324205294146467,2.7875228662997364,9.289198425870001,3.723664415610292,-0.4276948184314064,beneficial
Brevibacillus,Paenibacillus,Chitinophaga,1.6600826146797119,0.06802804673085548,0.11293217768851219,0.4689325479027018,0.6118266919385242,deleterious
Brevibacillus,Paenibacillus,Lysobacter,1.148939378176193,0.7074685543646041,0.8128384809308784,0.6474532650816582,-0.11325491382172088,deleterious
Brevibacillus,Paenibacillus,Mucilaginibacter,1.123900158512846,0.09971839441068792,0.11207351928481865,0.9107393172548985,0.7808523411497746,deleterious
Brevibacillus,Paenibacillus,Niastella,0.09119672175151719,0.021863696669869054,0.001993897461661621,0.026231248235561378,0.8587148152891345,deleterious
Brevibacillus,Paenibacillus,Rhizobium,2.3964419574509312,2.113415916287765,5.064678575336605,2.5214526641164103,-0.3352467589795572,beneficial
Brevibacillus,Paenibacillus,Variovarax,0.4001606217003162,0.037149297667195255,0.01486568605023496,0.08623489607163785,0.7059228396466609,deleterious
Brevibacillus,Rhizobium,Arthrobacter,0.1017466525526699,0.08609310785199865,0.008759685531796844,0.00038316833408916267,-0.9161818968760187,deleterious
Brevibacillus,Rhizobium,Bacillus,16.632580459025647,19.98773609442911,332.4476287843632,0.0,-1.0,reciprocal
Brevibacillus,Rhizobium,Bosea,0.4959021261783238,0.724629717287107,0.359345417494674,1.0589509697001431,0.4932717579498222,reciprocal
Brevibacillus,Rhizobium,Burkholderia,3.3324205294146467,6.103576154094049,20.339682478748703,6.066587568863972,-0.5405191601899536,beneficial
Brevibacillus,Rhizobium,Chitinophaga,1.6600826146797119,0.032221366091053354,0.05349012966898806,0.1573278752231788,0.4925468562673459,deleterious
Brevibacillus,Rhizobium,Lysobacter,1.148939378176193,1.2082001799458448,1.3881487634593435,0.06916948129759934,-0.9050729220656457,reciprocal
Brevibacillus,Rhizobium,Mucilaginibacter,1.123900158512846,1.3651684007165379,1.5343129819620456,2.709507912669942,0.27691906889718215,beneficial
